SKU,CustomsDescription,CustomsTariffNo,CustomsCountry
DOT-WIT-HB5-SOL,"Notebook (sewn journal, B5 size)",4820102030,CA
DOT-CHB-HTN-SOL,Notebook (bound journal),4820102060,CA
DOT-CHA-HA5-SOL-2,Notebook (bound journal),4820102060,CA
DOT-WIT-HA5-SOL-2,Notebook (bound journal),4820102060,CA
GRP-CHA-HA5-SOL,Notebook (bound journal),4820102060,CA
GRP-WIT-HA5-SOL,Notebook (bound journal),4820102060,CA
GRP-CHB-HB5-SOL,"Notebook (sewn journal, B5 size)",4820102030,CA
GRP-WIT-HB5-SOL,"Notebook (sewn journal, B5 size)",4820102030,CA
GRP-CHB-HTN-SOL,Notebook (bound journal),4820102060,CA
GRP-CHA-HA5-SOL70,Notebook (bound journal),4820102060,CA
GRP-WIT-HA5-SOL70,Notebook (bound journal),4820102060,CA
LIN-CHA-HA5-SOL,Notebook (bound journal),4820102060,CA
LIN-WIT-HA5-SOL,Notebook (bound journal),4820102060,CA
STCK-WF-SUN,Paper sticker,4911998000,CA
STK-SQB-AUT,Paper sticker,4911998000,CA
AC-SM-RO,Paper sticker,4911998000,CA
AC-SM-MA,Paper sticker,4911998000,CA
STK-SQB-DAH,Paper sticker,4911998000,CA
STK-SQB-DPO,Paper sticker,4911998000,CA
AC-SM-FE,Paper sticker,4911998000,CA
STK-SQB-FWN,Paper sticker,4911998000,CA
AC-SM-LI,Paper sticker,4911998000,CA
AC-SM-MO,Paper sticker,4911998000,CA
STK-SQB-MOS,Paper sticker,4911998000,CA
STK-SQB-NIM,Paper sticker,4911998000,CA
STK-SQB-PLG,Paper sticker,4911998000,CA
AC-SM-RI,Paper sticker,4911998000,CA
STK-SQB-RWO,Paper sticker,4911998000,CA
STK-SQB-OAK,Paper sticker,4911998000,CA
HLS-SNP-25,Paper sticker,4911998000,CA
AC-SM-LR,Paper sticker,4911998000,CA
STK-SQB-WIN,Paper sticker,4911998000,CA
STK-SQB-WOR,Paper sticker,4911998000,CA
AC-SM-WI,Paper sticker,4911998000,CA
STK-SQB-WDL,Paper sticker,4911998000,CA
DOT-CHA-HA5-STL,Notebook (bound journal),4820102060,CA
DOT-WIT-HA5-STL,Notebook (bound journal),4820102060,CA
DOT-CHB-HB5-STAR,"Notebook (sewn journal, B5 size)",4820102030,CA
DOT-WIT-HB5-STAR,"Notebook (sewn journal, B5 size)",4820102030,CA
DOT-CHB-HTN-STAR,Notebook (bound journal),4820102060,CA
DOT-CHA-HA5-STL70,Notebook (bound journal),4820102060,CA
DOT-WIT-HA5-STL70,Notebook (bound journal),4820102060,CA
GRP-CHA-HA5-STL,Notebook (bound journal),4820102060,CA
GRP-WIT-HA5-STL,Notebook (bound journal),4820102060,CA
GRP-CHB-HB5-STAR,"Notebook (sewn journal, B5 size)",4820102030,CA
GRP-WIT-HB5-STAR,"Notebook (sewn journal, B5 size)",4820102030,CA
GRP-CHB-HTN-STAR,Notebook (bound journal),4820102060,CA
GRP-CHA-HA5-STL70,Notebook (bound journal),4820102060,CA
GRP-WIT-HA5-STL70,Notebook (bound journal),4820102060,CA
LIN-CHA-HA5-STL,Notebook (bound journal),4820102060,CA
LIN-WIT-HA5-STL,Notebook (bound journal),4820102060,CA
TASK-DEF,Sticky notepad,4820102020,US
TASK-DEF-AB,Sticky notepad,4820102020,CA
AC-TM-HY,Paper sticker,4911998000,CA
AC-TM-LA,Paper sticker,4911998000,CA
TMG-SNT-25,Paper sticker,4911998000,CA
STK-TMG-SMT,Paper sticker,4911998000,CA
AC-BP,Notepad,4820102020,US
INS-HPC-UD,Planner inserts (loose refills),4820900000,CA
INS-HL-UD,Planner inserts (loose refills),4820900000,CA
INS-A5-UD,Planner inserts (loose refills),4820900000,CA
INS-A5-UND-A5X,Planner inserts (loose refills),4820900000,CA
INS-CL-UND-CLA,Planner inserts (loose refills),4820900000,CA
INS-HL-UND-HAL,Planner inserts (loose refills),4820900000,CA
DPL-CHB-UCF,Planner agenda (bound diary),4820102010,CA
DPL-ENF-UCF,Planner agenda (bound diary),4820102010,CA
DPL-FWN-UCF,Planner agenda (bound diary),4820102010,CA
DPL-MON-UCF,Planner agenda (bound diary),4820102010,CA
DPL-MOS-UCF,Planner agenda (bound diary),4820102010,CA
DPL-RIV-UCF,Planner agenda (bound diary),4820102010,CA
DPL-AUT-UHC,Planner agenda (bound diary),4820102010,CA
DPL-BLF-UHC,Planner agenda (bound diary),4820102010,CA
DPL-BTC-UHC,Planner agenda (bound diary),4820102010,CA
DPL-CHB-UHC,Planner agenda (bound diary),4820102010,CA
DPL-ENF-UHC,Planner agenda (bound diary),4820102010,CA
DPL-FWN-UHC,Planner agenda (bound diary),4820102010,CA
DPL-MON-UHC,Planner agenda (bound diary),4820102010,CA
DPL-MOS-UHC,Planner agenda (bound diary),4820102010,CA
DPL-RIV-UHC,Planner agenda (bound diary),4820102010,CA
DPL-SCA-UHC,Planner agenda (bound diary),4820102010,CA
DPL-SNP-UHC,Planner agenda (bound diary),4820102010,CA
DPL-WIL-UHC,Planner agenda (bound diary),4820102010,CA
DPL-WDL-UHC,Planner agenda (bound diary),4820102010,CA
DPL-CHB-UPF,Planner agenda (bound diary),4820102010,CA
DPL-MOS-UPF,Planner agenda (bound diary),4820102010,CA
DPL-RIV-UPF,Planner agenda (bound diary),4820102010,CA
DPL-SCA-UPF,Planner agenda (bound diary),4820102010,CA
HPL-CHB-UCF,Planner agenda (bound diary),4820102010,CA
HPL-ENF-UCF,Planner agenda (bound diary),4820102010,CA
HPL-FWN-UCF,Planner agenda (bound diary),4820102010,CA
HPL-MON-UCF,Planner agenda (bound diary),4820102010,CA
HPL-MOS-UCF,Planner agenda (bound diary),4820102010,CA
HPL-RIV-UCF,Planner agenda (bound diary),4820102010,CA
HPL-AUT-UHC,Planner agenda (bound diary),4820102010,CA
HPL-BLF-UHC,Planner agenda (bound diary),4820102010,CA
HPL-BTC-UHC,Planner agenda (bound diary),4820102010,CA
HPL-CHB-UHC,Planner agenda (bound diary),4820102010,CA
HPL-ENF-UHC,Planner agenda (bound diary),4820102010,CA
HPL-FWN-UHC,Planner agenda (bound diary),4820102010,CA
HPL-MON-UHC,Planner agenda (bound diary),4820102010,CA
HPL-MOS-UHC,Planner agenda (bound diary),4820102010,CA
HPL-RIV-UHC,Planner agenda (bound diary),4820102010,CA
HPL-SCA-UHC,Planner agenda (bound diary),4820102010,CA
HPL-SNP-UHC,Planner agenda (bound diary),4820102010,CA
HPL-WIL-UHC,Planner agenda (bound diary),4820102010,CA
HPL-WDL-UHC,Planner agenda (bound diary),4820102010,CA
HPL-CHB-UPF,Planner agenda (bound diary),4820102010,CA
HPL-MOS-UPF,Planner agenda (bound diary),4820102010,CA
HPL-RIV-UPF,Planner agenda (bound diary),4820102010,CA
HPL-SCA-UPF,Planner agenda (bound diary),4820102010,CA
INS-HPC-UMC,Planner inserts (loose refills),4820900000,CA
INS-HL-UMC,Planner inserts (loose refills),4820900000,CA
INS-A5-UMC,Planner inserts (loose refills),4820900000,CA
VPL-CHB-UCF,Planner agenda (bound diary),4820102010,CA
VPL-ENF-UCF,Planner agenda (bound diary),4820102010,CA
VPL-FWN-UCF,Planner agenda (bound diary),4820102010,CA
VPL-MON-UCF,Planner agenda (bound diary),4820102010,CA
VPL-MOS-UCF,Planner agenda (bound diary),4820102010,CA
VPL-RIV-UCF,Planner agenda (bound diary),4820102010,CA
VPL-AUT-UHC,Planner agenda (bound diary),4820102010,CA
VPL-BLF-UHC,Planner agenda (bound diary),4820102010,CA
VPL-BTC-UHC,Planner agenda (bound diary),4820102010,CA
VPL-CHB-UHC,Planner agenda (bound diary),4820102010,CA
VPL-ENF-UHC,Planner agenda (bound diary),4820102010,CA
VPL-FWN-UHC,Planner agenda (bound diary),4820102010,CA
VPL-MON-UHC,Planner agenda (bound diary),4820102010,CA
VPL-MOS-UHC,Planner agenda (bound diary),4820102010,CA
VPL-RIV-UHC,Planner agenda (bound diary),4820102010,CA
VPL-SCA-UHC,Planner agenda (bound diary),4820102010,CA
VPL-SNP-UHC,Planner agenda (bound diary),4820102010,CA
VPL-WIL-UHC,Planner agenda (bound diary),4820102010,CA
VPL-WDL-UHC,Planner agenda (bound diary),4820102010,CA
VPL-CHB-UPF,Planner agenda (bound diary),4820102010,CA
VPL-MOS-UPF,Planner agenda (bound diary),4820102010,CA
VPL-RIV-UPF,Planner agenda (bound diary),4820102010,CA
VPL-SCA-UPF,Planner agenda (bound diary),4820102010,CA
WDP-CHB-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-AST-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-ENF-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-FWN-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-MON-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-MOS-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-RIV-UCF7,Planner agenda (bound diary),4820102010,CA
WDP-AUT-UH70,Planner agenda (bound diary),4820102010,CA
WDP-BLF-UH70,Planner agenda (bound diary),4820102010,CA
WDP-BTC-UH70,Planner agenda (bound diary),4820102010,CA
WDP-CHB-UH70,Planner agenda (bound diary),4820102010,CA
WDP-AST-UH70,Planner agenda (bound diary),4820102010,CA
WDP-ENF-UH70,Planner agenda (bound diary),4820102010,CA
WDP-FWN-UH70,Planner agenda (bound diary),4820102010,CA
WDP-MON-UH70,Planner agenda (bound diary),4820102010,CA
WDP-MOS-UH70,Planner agenda (bound diary),4820102010,CA
WDP-RIV-UH70,Planner agenda (bound diary),4820102010,CA
WDP-SCA-UH70,Planner agenda (bound diary),4820102010,CA
WDP-SNP-UH70,Planner agenda (bound diary),4820102010,CA
WDP-WIL-UH70,Planner agenda (bound diary),4820102010,CA
WDP-WIT-UH70,Planner agenda (bound diary),4820102010,CA
WDP-WDL-UH70,Planner agenda (bound diary),4820102010,CA
WDP-CHB-UPF7,Planner agenda (bound diary),4820102010,CA
WDP-MOS-UPF7,Planner agenda (bound diary),4820102010,CA
WDP-RIV-UPF7,Planner agenda (bound diary),4820102010,CA
WDP-SCA-UPF7,Planner agenda (bound diary),4820102010,CA
INS-HL-UW,Planner inserts (loose refills),4820900000,CA
INS-HPC-UW,Planner inserts (loose refills),4820900000,CA
INS-A5-UW,Planner inserts (loose refills),4820900000,CA
UW-SC-23-AR,Planner agenda (bound diary),4820102010,CA
UW-SC-23-DF,Planner agenda (bound diary),4820102010,CA
UW-SC-23-HY,Planner agenda (bound diary),4820102010,CA
UW-SC-23-OK,Planner agenda (bound diary),4820102010,CA
UW-SC-23-SG,Planner agenda (bound diary),4820102010,CA
UW-SC-23-WR,Planner agenda (bound diary),4820102010,CA
NP-WT,Notepad,4820102010,CA
STCK-WEEK,Sticky notepad,4820102020,CA
WNS-HYD-25,Paper sticker,4911998000,CA
WNS-LKS-25,Paper sticker,4911998000,CA
WNS-SNS-25,Paper sticker,4911998000,CA
WNS-SMS-25,Paper sticker,4911998000,CA
THRE-THR,Paper sticker,4911998000,CA
2025Q4-DAI-NIM,Planner inserts (loose refills),4820102010,CA
